title,summary,free,genre,installs,ratings,price,size,contentRating,reviews,released,adSupported,sale,score,similarApps,version
NCX Mobile Trader,Trade commodities on the Nigerian Commodity Exchange exchange (NCX),True,Business,100+,,0.0,6.0M,Rated for 3+,0.0,"Nov 21, 2019",,False,0.0,"['com.mfs.mtrade', 'com.xoh.xohtrader', 'arabfinance.com.borsa', 'com.fondexmobile.ct', 'com.netdania']",2.0
Excel Fashion School,"Excel Fashion School is a fashion design school based in Benin City, Edo State.",True,Business,50+,,0.0,4.7M,Rated for 12+,0.0,"Feb 24, 2019",True,False,0.0,"['com.tambucho.misrecetas', 'com.acadoid.lecturevideos', 'com.acadoid.lecturenotes', 'ammsoft.photoClassNotebook', 'com.teamlava.fashionstory48']",4.88.11
"LogAgg Ng - Logistics Aggregator, Instant Delivery",Send out some GOOD. Use LogAgg to find delivery companies. Get delivery updates,True,Business,100+,5.0,0.0,26M,Rated for 3+,2.0,"Oct 17, 2019",,False,5.0,"['com.picndrop.Driver', 'ng.giglogistics.giglgo', 'com.shipox.driver', 'hk.com.sfcar.app', 'com.av.ol']",2.6.0
Kwara Tour,KwaraTour Showcases Businesses and Companies within Kwara State.,True,Business,10+,6.0,0.0,3.4M,Rated for 12+,4.0,"May 30, 2018",True,False,5.0,"['air.com.wBOOKMEDISCOUNTS7734925', 'com.eventric.mastertour', 'mm.com.citizens.consumer', 'eu.hotelhunter.android', 'com.gnowbe.app']",1.0
The Mabisel Hotel,Welcom to the The Mabisel Hotel!,True,Business,10+,7.0,0.0,29M,Rated for 3+,3.0,"Feb 27, 2019",,False,4.428571,"['com.thingstogetme.easygiftlist', 'com.storiz.android', 'com.waybots', 'com.spektra.inc', 'app.swaplet']",1.0.0
AMFEST EXPO,expanding your global reach,True,Business,10+,,0.0,5.5M,Rated for 12+,0.0,"May 30, 2018",True,False,0.0,"['com.nigeriapropertycentre.app', 'co.busha.android', 'com.roqqu.app', 'host.exp.exponent', 'com.latoken.wallet']",0.0.2
Bemztouch Printer On,Bemztouch Printer-On offers the only True Cloud Printing™ Solutions,True,Business,10+,,0.0,23M,Rated for 3+,0.0,"Jan 4, 2019",,False,0.0,"['com.happy2print.premium', 'com.printeron.droid.phone', 'com.lexmark.print', 'com.app.mandharam', 'com.epson.tmutility']",1.0
Nigeria Today,Nigeria Today,True,Business,100+,,0.0,34M,Rated for 3+,0.0,"Aug 21, 2019",,False,0.0,"['naijanews.app', 'com.app.thrilliantnigeriatvc', 'com.hqbytes.cca', 'com.channelstv.channels.mobile', 'com.mobobi.yorubaproverbs']",1.0
Suntwist,Suntwist Nigeria Limited is an agri-business investment company,True,Business,100+,,0.0,23M,Rated for 3+,0.0,"Nov 13, 2020",,False,0.0,"['com.bivatec.cattle_manager', 'com.bivatec.poultry_farmers_app', 'com.uga.FeedMix', 'org.marbot.travel.money.free', 'com.bigdutchman.bfm']",1.1
Bashorun (Ibadan) Overcomers CICS,Mobile app for Bashorun (Ibadan) Overcomers CICS,True,Business,50+,,0.0,7.1M,Rated for 3+,0.0,"Nov 25, 2020",,False,0.0,"['com.stanbicibtc.mobile', 'com.mintfintech.app', 'com.ifs.banking.fiid4450', 'com.ifs.banking.fiid3605', 'com.afexnigeria.comx']",1.1.4
Strategic Masterclass,Make your business profitable and structured with global appeal.,True,Business,10+,,0.0,Varies with device,Rated for 3+,0.0,"Oct 23, 2019",,False,0.0,"['com.yanka.mc', 'app.mindshine', 'com.ted.B2CMasterclass', 'org.twentyninek.app', 'com.koober.app']",1.1
Cantina Merchant,Dedicated to providing good food and speedy service.,True,Business,10+,,0.0,23M,Rated for 3+,0.0,"Mar 23, 2020",,False,0.0,"['com.onesevengames.pazaak.card.game.online', 'com.general.market.escrow', 'com.pastryarts.magazine', 'com.handelabra.sentinelssidekick', 'com.desertphoenix.chaosbag']",1.0.0
Streams of Naira (APP),Streams of naira is site on starting an online business and making money on it,True,Business,10+,,0.0,15M,Rated for 3+,0.0,"Jun 28, 2017",True,False,0.0,"['moneymie.bank.nigeria.remit.sendmoney', 'com.overwood.overwood', 'com.qsoft.aidapay']",1.0
HelloGas Agent,HelloGas Agent order fulfillment app,True,Business,10+,,0.0,5.9M,Rated for 3+,0.0,"Mar 7, 2019",,False,0.0,"['com.kwik.messenger', 'com.kentae.market', 'com.ideatolife.foodak2020', 'com.cowry', 'com.listmaga.app']",1.0.3
konektng,The one-stop marketplace app for all your goods and services in Nigeria,True,Business,10+,,0.0,15M,Rated for 3+,0.0,"Jul 24, 2019",,False,0.0,"['com.nmh.sellingcommunity', 'com.kentae.market', 'com.vsdirect.android', 'com.kongapay.android', 'com.listmaga.app']",1.0.0
KRF APP,"Kwara Reality Forum (KRF) was initiated on the 16th of July, 2019",True,Business,100+,,0.0,110k,Rated for 3+,0.0,"Jan 15, 2020",,False,0.0,"['com.economist.wif', 'com.maz.combo537', 'com.economist.darwin', 'tv.vhx.strategytraining', 'org.weforum.intelligence']",2.0
The Plantation City,"The Plantation City Estate, Warri, Delta State, Nigeria",True,Business,10+,,0.0,43M,Rated for 3+,0.0,"Apr 3, 2019",,False,0.0,"['com.news.cplus', 'ae.gov.khda', 'com.tourlandish.chronos', 'com.damacproperties.damacagentsapp.android', 'com.hotels.booking.dubai']",1.0
1kJob,1kJob is the #1 Marketplace For Freelancers From Nigeria to the world.,True,Business,50+,,0.0,16M,Rated for 12+,0.0,"Jul 8, 2018",,False,0.0,"['com.testapic.screenrecord', 'com.bidali.mobile', 'com.mobileaccord.geopoll', 'com.lemonadeFinance.android', 'ni.com.lafise']",1.0
Bnh Estate,Affordable properties and homes at BNH ESTATE LIMITED,True,Business,10+,,0.0,17M,Rated for 3+,0.0,"Jul 2, 2019",,False,0.0,"['com.sap.ariba.procurement', 'com.sap.content2go', 'com.meltwater.mobile', 'com.workflowmax.android', 'com.rapidfunnel']",3.8.2.1.2
Naija Business Startup Guide,Application specially made for those ready to start businesses,True,Business,50+,,0.0,6.9M,Rated for 3+,0.0,"Sep 28, 2020",True,False,0.0,"['business.ideas', 'com.problemio.two', 'com.daretoinnovate.oze', 'com.ideas.mybusinessideas.business', 'cv.it.businessplanIAB']",1.0
Quantum Steels App,App for tracking customer's order details. Also Provides new updated Products.,True,Business,10+,,0.0,19M,Rated for 3+,0.0,"Nov 2, 2018",,False,0.0,"['com.kitco.metalynx', 'com.irontrade.analytics', 'com.dpenta.tassawuff', 'com.balouchappsfactory.forextrading', 'com.investtech.investtechapp']",1.5.0
SmashInvest,We are Nigeria’s leading groundbreaking transport investment company.,True,Business,50+,,0.0,6.1M,Rated for 3+,0.0,"Sep 2, 2019",,False,0.0,"['moneymie.bank.nigeria.remit.sendmoney', 'com.qsoft.aidapay', 'com.finch_agent_mobile_app', 'com.aella.comportal', 'com.gidimo']",1.4
Nigerian Legionnaires,Biometric Registration Application,True,Business,10+,,0.0,28M,Rated for 3+,0.0,"Aug 28, 2019",,False,0.0,"['com.pledge51.nigerianconstitution', 'en.yo.bestdict', 'all.language.translator.hub.englishtohausatranslator', 'com.gidimo', 'com.univasa.provider']",1.9
Smooth Delivery,Smooth delivery has an extensive reach of more than 99% of district in Abuja.,True,Business,10+,,0.0,1.0M,Rated for 3+,0.0,"Sep 26, 2019",,False,0.0,"['com.kwik.messenger', 'com.kentae.market', 'com.jobberman', 'com.GoCarDev', 'com.ionicframework.conference463383']",1.1.1
Nigeria Market,Nigeria Market is Nigeria’s number one online Shopping destination.,True,Business,10+,,0.0,1.8M,Rated for 3+,0.0,"Mar 28, 2020",,False,0.0,"['com.kongapay.android', 'com.listmaga.app', 'com.kentae.market', 'com.konga.androida', 'com.opera.olist']",1.0
Data Business Tutorial,"You want start make money, Data business, money transfer, Airtime, pos,and more",True,Business,100+,8.0,0.0,9.6M,Rated for 18+,7.0,"Oct 9, 2020",True,False,4.875,"['com.microsoft.powerbim', 'com.microsoft.d365.fs.mobile', 'info.done.nios4', 'de.ninoxdb.ninox', 'com.Tableau.TableauApp']",V11.0
Dwaves Choices,Your Number One Animation And Graphics Company,True,Business,10+,,0.0,2.6M,Rated for 12+,0.0,"Jun 27, 2020",,False,0.0,"['com.moonlightingsa.pixanimator', 'com.smaper.artisto', 'com.lifelapse', 'com.mimoza.jokefaces', 'com.rootroo.rooart']",3.0
JoyStandard,This is a business and clients connection app,True,Business,10+,,0.0,1.4M,Rated for 3+,0.0,"Mar 12, 2020",True,False,0.0,"['com.rapidfunnel', 'com.salesforce.socialstudio', 'com.udimi.udimiapp', 'nl.speakap.speakap', 'com.phpfox.phpfoxmobile']",4.0
Nigerian Bloggers Community,This app is a supportive community where bloggers connect and grow together.,True,Business,50+,,0.0,12M,Rated for 12+,0.0,"May 22, 2020",True,False,0.0,"['com.rahulgaur.myblog', 'com.bizfluenceapp.android', 'com.onegravity.k10.free', 'com.bloggerpro.android', 'com.litecode.bloggingtips_n_tricks']",1.0
Jobs@Bonny,The job app,True,Business,10+,,0.0,5.5M,Rated for 3+,0.0,"Feb 10, 2020",True,False,0.0,"['com.bitpay.coincloud', 'com.ezmcom.softtoken.adcb', 'app.id_adcbsecurities_95149acdecf047db9b60bfc7b84de372']",1.0
CoviExchange,Bitcoin Exchange Portal With Naira,True,Business,10+,,0.0,2.0M,Rated for 3+,0.0,"Mar 8, 2018",,False,0.0,"['moneymie.bank.nigeria.remit.sendmoney', 'com.qsoft.aidapay', 'com.app.cryptofully', 'africa.bundle.mobile.app', 'ng.bytelabs.watu']",1.0
IGreen Mall,IGREEN MALL: Online Shopping in Nigeria – No. 1 Shopping Destination,True,Business,5+,,0.0,11M,Rated for 3+,0.0,"Feb 8, 2020",,False,0.0,"['ae.brandsforless.android', 'com.mumzworld.android', 'com.thedubaimall', 'com.mobappsbaker.uaeoffers', 'www.jazp.com.jazp']",1.0.0
Aj zion Store,"Shop for duplication equipment, blank media and inks no matter where you are.",True,Business,1+,,0.0,3.1M,Rated for 3+,0.0,"Dec 28, 2018",,False,0.0,"['com.nmh.sellingcommunity', 'com.cris87.pixelsquare', 'com.flexipurchase.expenses', 'com.myus.app', 'com.ecwid.android']",2.1
TM YOLA 1,Our well trained and competent staff handle clearing and transportation.,True,Business,1+,,0.0,8.9M,Rated for 3+,0.0,"Oct 4, 2020",True,False,0.0,"['com.univasa.provider', 'com.listmaga.app', 'com.damacproperties.damacagentsapp.android', 'com.iwatsolutions.airtimeloader', 'muslimcentralmedia.ahmed.deedat.podcast']",4.0
CORDIAL MARKETPLACE,We are Cordial MarketPlace®. A Registered Business in Nigeria.,True,Business,10+,,0.0,904k,Rated for 3+,0.0,"Nov 14, 2019",,False,0.0,"['com.kentae.market', 'com.listmaga.app', 'ng.chaka.android', 'com.overwood.overwood', 'com.general.market.escrow']",1.0
Kwangala Network,Number one in directory services in 9ja. Listing of real businesses in Nigeria.,True,Business,1+,,0.0,8.6M,Rated for 3+,0.0,"Apr 1, 2020",,False,0.0,"['org.businessforhome.businessforhome', 'com.traveladvantage', 'business.ideas', 'org.marbot.travel.money.free', 'com.valagro.ehub']",1.00006
Lagos Reporter,Lagos reporter application,True,Business,10+,,0.0,26M,Rated for 3+,0.0,"Sep 22, 2020",,False,0.0,"['com.finch_agent_mobile_app', 'com.aella.comportal', 'com.wemabank.alat.prod', 'ng.bytelabs.watu', 'com.qsoft.aidapay']",0.0.2
nLawyers on Call,nLawyers on call for easy legal services for you,True,Business,1+,,0.0,4.2M,Rated for 3+,0.0,"Jan 30, 2019",True,False,0.0,"['com.ventel.android.radardroid.lite', 'com.caynax.hourlychime.alarmclock.pro', 'com.ventel.android.radardroid2']",1.0.0
swiftwash,Simple and flexible way to do your laundry.,True,Business,1+,,0.0,249k,Rated for 3+,0.0,"Jul 7, 2017",,False,0.0,"['com.lb2', 'co.thor.apuun', 'com.edevolearning.edevoteacher', 'com.mydevelopments.notessafepro']",1.0
Glo Cafe Nigeria,Glo Selfcare Nigeria,True,Productivity,"500,000+",7808.0,0.0,10M,Rated for 3+,3803.0,"Mar 29, 2017",,False,4.3269663000000005,"['com.nimcmobile', 'com.globalcom.androidsync']",4.1.2
Messages by Apostle Joshua Selman.,"Experience worship, word, miracles and true intimacy with the Holy spirit.",True,Productivity,"10,000+",114.0,0.0,12M,Rated for 3+,63.0,"Sep 6, 2019",True,False,4.72,"['com.apostle.joshua.selman.messages', 'com.naijasermons', 'com.olawalejarvis.ohheave', 'com.rhapsodyplus.readings', 'org.wycliffe.pcm.nigerian.pidgin.bible']",2.0
Lawyers Online,Online lawyers directory and Legal resource tool developed for Nigerians,True,Productivity,"10,000+",122.0,0.0,7.0M,Rated for 3+,72.0,"May 11, 2018",,False,4.4414415,"['com.pbw.lawyerdiary', 'com.cicr.ihlmobileapp', 'com.ssproductions.contractlaw', 'com.ssproductions.legallatin', 'com.hqbytes.cca']",4.4
REPORTGOV,"For complaints for the service of any Ministry, Department and Government Agency",True,Productivity,"5,000+",39.0,0.0,5.3M,Rated for 3+,20.0,"Dec 8, 2018",,False,4.74359,"['com.islam.asta.an_nasai', 'com.alhirz.hirzapp', 'com.pledge51.nigerianconstitution', 'com.hqbytes.cca', 'newstocks.nigeria.nse']",1.1.4
UCP,"This is the Unified Cooperative Platform (UCP), is a core cooperative solution",True,Productivity,"5,000+",35.0,0.0,5.1M,Rated for 3+,16.0,"Mar 15, 2018",,False,4.171428700000001,"['smartcitypk.smartcity.pk.smartcity', 'com.ccc.Limkokwing', 'edu.durhamcollege.app']",2.55
Tailor Pro,Tailor Pro is a tool designed to help fashion designers optimize their work.,True,Productivity,"10,000+",69.0,0.0,17M,Rated for 3+,45.0,"Dec 30, 2014",True,False,3.9855072,"['com.education.humanphysiology', 'com.premium.scooltr.inventoryAppBasic', 'com.mlab.stock.management', 'com.getofficeapp.android', 'com.msint.stock.manager']",7
Nairamoney - Make money online in Nigeria app free,"Make free money online in Nigeria, via surveys, reading news, watching videos",True,Productivity,"10,000+",143.0,0.0,7.8M,Rated for 3+,88.0,"May 10, 2020",True,False,3.43,"['moneymie.bank.nigeria.remit.sendmoney', 'com.overwood.overwood', 'com.cowrywise.android', 'com.cousant.naijainvest', 'ng.chaka.android']",1.0.1
"Online Shopping APP For Nigeria, Buy Items Online",Fully vetted online shopping platform App where only vetted merchants sell,True,Productivity,"1,000+",7.0,0.0,8.1M,Rated for 3+,3.0,"Nov 5, 2017",,False,4.714286,"['com.nipek.cdcare', 'com.kentae.market', 'moneymie.bank.nigeria.remit.sendmoney', 'co.tradedepot.shop', 'com.listmaga.app']",1.1.4
HPG World Wide,All in one training app for HPG members worldwide.,True,Productivity,"1,000+",40.0,0.0,8.8M,Rated for 3+,21.0,"May 31, 2017",,False,4.6,"['orphic.eclectik.com.orphic', 'com.quizover.app.course.col11762', 'com.incognisys.hrinterviewquestion', 'com.puremath.logarithm', 'org.stepik.android.adaptive.toefl3124']",6.0
Smallholder Poultry Feed App,This app was designed by African Chicken Genetic Gains - Nigeria,True,Productivity,"1,000+",12.0,0.0,7.5M,Rated for 3+,6.0,"Aug 2, 2018",,False,4.4166665,"['com.soletraderapp.sole_trader', 'com.tobas.catFaith', 'com.bigwavesw.BuddhaPath', 'com.texterity.android.PubWeekly', 'com.uga.FeedMix']",1.1.0
Energy Centre,"Get latest information about Power Sector in Nigeria, estimate/pay power bills",True,Productivity,"1,000+",18.0,0.0,7.2M,Rated for 3+,11.0,"Jun 12, 2016",,False,4.4444447,"['com.ssivixlab.MYCLNQ', 'com.burlymarmot.peaceofmind.patient', 'com.pbw.lawyerdiary']",2.3.2
Family Worship Center Abuja,"Follow Up on all church activities, posts and events daily.",True,Productivity,"1,000+",46.0,0.0,19M,Rated for 12+,33.0,"Oct 25, 2018",,False,4.4565215,"['com.neolife.exigobo', 'com.scholarly.putme.oau', 'com.petalloids.mycampus.lite', 'com.iafsawii.flashlearners.waec.ssce', 'com.capricorn.baximobile.app']",40.0.3
Prepay Dove,Send money instantly into any bank account in Nigeria and Top up any phone.,True,Productivity,"1,000+",25.0,0.0,5.5M,Rated for 3+,19.0,"Nov 25, 2013",,False,4.32,"['com.simbapay.simbapayandroid', 'com.ecocash.saremit.production', 'com.horiondigital.senditoo', 'com.talkremit.android', 'com.qsoft.aidapay']",2.1.0.10169
"NairaData - Cheap MTN, 9mobile, Glo, Airtel Data","Cheap MTN, GLO, Airtel and 9mobile VTU & Data Plans, DSTV, GOTV  and StarTimes",True,Productivity,"5,000+",40.0,0.0,6.1M,Rated for 3+,30.0,"Jan 14, 2020",True,False,4.4,"['com.qsoft.aidapay', 'com.obounce.oneapp1', 'tingtel.android', 'com.shago', 'app.vtpass.com']",6.1
EarnType: Finance Make Money Game App,"EarnType is the simplest and most reliable way to compete, refer, and earn money",True,Productivity,"1,000+",45.0,0.0,33M,Rated for 3+,36.0,"Dec 3, 2020",True,False,3.1777778,"['com.innovativeiteration.rewardsapp', 'com.crowdnautics.cashcamel', 'com.bidali.mobile', 'com.cardspal', 'tech.solipay.consumer']",1.0.0
APC-EM Kaduna,APC-EM is an election monitoring APP for the All Progressive Congress Part,True,Productivity,"1,000+",30.0,0.0,9.2M,Rated for 3+,18.0,"Jan 16, 2019",,False,4.1,"['com.nigeria.news', 'com.nigeria.newspapers.rss', 'va.news.thepopeapp', 'ss.dalailulkhairat']",2.0.6
Kwasu Centre for Entrepreneurship,The Centre is expected to prepare KWASU Graduates to identify opportunities.,True,Productivity,"10,000+",61.0,0.0,6.0M,Rated for 3+,33.0,"Jan 24, 2020",,False,2.8852458,"['com.general.market.escrow', 'com.neolife.exigobo', 'com.abit.abitcrowd', 'com.obtech.catholicmissalcombined', 'com.maz.entrepreneurr']",4.0.5
PoliStats,Get The Knowledge You Need To Thrive In Nigeria,True,Productivity,"1,000+",27.0,0.0,10.0M,Rated for 3+,13.0,"Jan 7, 2019",True,False,3.7037036,"['business.ideas', 'com.ideas.mybusinessideas.business', 'cv.it.businessplanIAB', 'make.money', 'com.smallbusiness']",8.0.0.1
TRCN PQE CBT SIMULATION PRACTICE,A CBT simulation practice app.,True,Education,"1,000+",8.0,0.0,4.4M,Rated for 3+,8.0,"Mar 31, 2020",True,False,3.375,"['com.excelatlife.cbtdiary', 'com.mbtechpro.cbt', 'io.ocedu.psychology', 'com.excelatlife.selfesteem', 'com.acesoft.ITCertifications.ISACA.CISA']",1.9.0
Nigeria Highway Code - Revised 2018 / 2019,Get The Nigeria Highway Code Mobile App for 2018/2019 updated Version (By FRSC).,True,Books & Reference,"5,000+",17.0,0.0,4.6M,Rated for 3+,8.0,"Nov 11, 2018",True,False,4.470587999999999,"['com.scholarly.putme.uniport', 'com.scholarly.putme.nda', 'com.pledge51.nigerianconstitution']",1.0
eChurch,Every church should be able to reach its congregation quickly and effectively.,True,Productivity,500+,6.0,0.0,3.9M,Rated for 3+,2.0,"May 15, 2015",,False,4.8333335,"['com.myayurveda', 'au.org.rch.PaediatricIntensiveCare', 'io.github.bbloomf.jgabc', 'com.usbmis.troposphere.chemad', 'com.blissu.BlissU']",3.0.5
Taja Retail POS,Manage your retail business from your mobile device,True,Productivity,500+,17.0,0.0,9.2M,Rated for 3+,7.0,"Oct 29, 2014",,False,4.5882354,"['com.tinybaobab.baobab.pos', 'com.planonsoftware.universe', 'com.siri.expensemanagerlite', 'com.paysii.remit', 'com.raha.app.mymoney.pro']",3.9
FCTUBEB INFO,FCT - Universal Basic Education Board,True,Productivity,500+,13.0,0.0,5.5M,Rated for 3+,4.0,"Sep 17, 2014",,False,4.1538463,"['uk.ac.strath.mis.mpegasus', 'com.exolnet.itaccme', 'com.ccc.Limkokwing', 'com.edm.geopal', 'com.ombiel.campusm.kingston']",4.4
APC EM PLUS,APC EM PLUS is designed to monitor elections realtime,True,Productivity,500+,,0.0,9.1M,Rated for 3+,0.0,"Feb 14, 2019",,False,0.0,"['com.schneiderelectric.remoteOn', 'com.schneiderelectric.AugmentedOperator', 'com.woocer.woocommerceapp', 'com.daliloukoum.sms', 'app.whmcs.mobile.android']",1.0.0
Easy Typing Hausa Keyboard Fonts And Themes,"Esiest way to write Hausa with Easy Typing Hausa Keyboard, Fonts and Themes app.",True,Productivity,500+,9.0,0.0,21M,Rated for 3+,4.0,"Mar 4, 2018",,False,4.0,['land.dict.dparha1.free'],1.0
Legalpedia Mobile,"Nigeria's most comprehensive collection of Laws, Judgements and Legal documents.",True,Productivity,"1,000+",7.0,0.0,25M,Rated for 3+,6.0,"Sep 13, 2019",,False,3.571428500000001,"['net.globalid', 'com.zoho.vault', 'com.sharpened.techterms', 'Tag.Andro', 'com.gotomypc']",8.0.2
Pramopro,Buy and sell energy commodities on Nigeria's Premiere Energy Trading Platform,True,Productivity,100+,7.0,0.0,7.5M,Rated for 3+,2.0,"Sep 23, 2019",,False,5.0,"['com.justforexglobal', 'com.fxtm.prod', 'com.suregifts.sureremit', 'com.cousant.naijainvest', 'com.overwood.overwood']",1.1.9
Law Companion FT2,Nigeria's largest digital library of case law and legislation,True,Productivity,500+,13.0,0.0,14M,Rated for 3+,11.0,"Apr 19, 2020",,False,4.6923075,"['gov.fda.obook', 'traxsource.com.traxsource', 'com.bahaquotes.android', 'com.BowlegLLC.jimstoppani', 'inc.stride.app']",3.1.1
Network Nigeria,A simple app that lists and manage major Nigeria networks code.,True,Productivity,100+,23.0,0.0,3.8M,Rated for 3+,22.0,"Oct 14, 2019",True,False,4.7826085,"['com.channelstv.channels.mobile', 'com.vanstone.vm20sdk', 'com.capricorn.baximobile.app', 'com.shago', 'com.audionowdigital.player.channels24']",1.0
